usd_cleaning_fee,f_property_type,f_room_type,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,usd_price_day,p_host_response_rate,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,d_wirelessinternet,price,neighbourhood_cleansed,cancellation_policy,room_type,property_type
15,Apartment,Private room,strict,Real Bed,Hackney,57,78,2,1.5,100,1,1,0.36,0,1,1,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,57,Hackney,strict,Private room,Apartment
45,House,Entire home/apt,flexible,Real Bed,Hackney,200,100,6,1,60,1,1,0.1,0,1,3,292,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,200,Hackney,flexible,Entire home/apt,House
NA,House,Private room,strict,Real Bed,Hackney,24,NA,1,2,60,2,1,0.13,0,2,1,444,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,24,Hackney,strict,Private room,House
50,Apartment,Entire home/apt,moderate,Real Bed,Hackney,75,NA,2,1,100,4,2,0.17,25,1,1,703,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,75,Hackney,moderate,Entire home/apt,Apartment
NA,House,Private room,strict,Real Bed,Hackney,55,100,2,1,94,10,1,0.5,0,1,1,595,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,55,Hackney,strict,Private room,House
NA,Apartment,Private room,strict,Real Bed,Hackney,38,100,2,1,90,2,1,0.36,0,3,1,166,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,38,Hackney,strict,Private room,Apartment
10,Apartment,Private room,moderate,Real Bed,Hackney,NA,100,2,1,NA,0,1,NA,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,NA,Hackney,moderate,Private room,Apartment
10,Apartment,Private room,strict,Real Bed,Hackney,45,NA,2,1,NA,0,1,NA,0,2,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,45,Hackney,strict,Private room,Apartment
75,Apartment,Entire home/apt,moderate,Real Bed,Hackney,79,100,4,1,88,5,2,0.31,10,2,1,489,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,79,Hackney,moderate,Entire home/apt,Apartment
NA,Apartment,Entire home/apt,flexible,Real Bed,Hackney,100,100,2,1,NA,0,1,NA,0,1,1,NA,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,100,Hackney,flexible,Entire home/apt,Apartment
20,House,Private room,moderate,Real Bed,Hackney,40,83,1,1,100,1,1,0.35,0,1,1,85,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,40,Hackney,moderate,Private room,House
NA,House,Entire home/apt,flexible,Real Bed,Hackney,400,NA,6,1.5,NA,0,1,NA,0,7,4,NA,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,400,Hackney,flexible,Entire home/apt,House
25,Apartment,Private room,strict,Real Bed,Hackney,39,100,1,1.5,85,4,1,0.49,25,5,1,245,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,39,Hackney,strict,Private room,Apartment
20,House,Private room,strict,Real Bed,Hackney,32,100,2,2,89,15,1,0.91,8,4,1,496,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,32,Hackney,strict,Private room,House
35,House,Entire home/apt,moderate,Real Bed,Hackney,150,100,5,1,60,1,1,0.43,0,2,3,68,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,150,Hackney,moderate,Entire home/apt,House
NA,Apartment,Private room,flexible,Real Bed,Hackney,120,NA,2,0,NA,0,1,NA,0,1,1,NA,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,120,Hackney,flexible,Private room,Apartment
NA,Apartment,Entire home/apt,flexible,Real Bed,Hackney,100,NA,2,1,NA,0,1,NA,0,1,1,NA,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,100,Hackney,flexible,Entire home/apt,Apartment
25,Apartment,Private room,moderate,Real Bed,Hackney,48,100,2,1,100,8,1,0.75,0,1,1,318,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,48,Hackney,moderate,Private room,Apartment
NA,Apartment,Entire home/apt,flexible,Real Bed,Hackney,80,NA,2,1,70,3,1,0.2,0,5,1,454,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,80,Hackney,flexible,Entire home/apt,Apartment
NA,House,Private room,flexible,Real Bed,Hackney,20,NA,2,1,NA,0,1,NA,0,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,20,Hackney,flexible,Private room,House
NA,Apartment,Private room,flexible,Real Bed,Hackney,48,100,2,2,100,2,1,0.24,0,1,1,247,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,48,Hackney,flexible,Private room,Apartment
30,Apartment,Entire home/apt,moderate,Real Bed,Hackney,99,NA,2,2,95,4,1,0.66,0,2,1,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,Hackney,moderate,Entire home/apt,Apartment
45,Apartment,Entire home/apt,strict,Real Bed,Hackney,159,100,2,1,95,73,1,1.35,0,2,1,1622,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,159,Hackney,strict,Entire home/apt,Apartment
68,Apartment,Entire home/apt,moderate,Real Bed,Hackney,75,100,2,1,96,11,2,1.59,15,2,1,207,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,75,Hackney,moderate,Entire home/apt,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,27,NA,1,1,100,1,1,0.14,0,7,1,221,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27,Hackney,flexible,Private room,Apartment
NA,Apartment,Entire home/apt,flexible,Real Bed,Hackney,160,NA,4,1,NA,0,1,NA,0,1,2,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,160,Hackney,flexible,Entire home/apt,Apartment
10,Apartment,Private room,strict,Real Bed,Hackney,38,NA,2,1,60,1,1,0.19,10,2,1,157,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,38,Hackney,strict,Private room,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,65,100,2,1,NA,0,1,NA,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,65,Hackney,flexible,Private room,Apartment
20,Apartment,Private room,moderate,Real Bed,Hackney,38,100,1,1,97,15,1,0.47,30,3,3,950,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,38,Hackney,moderate,Private room,Apartment
NA,House,Private room,flexible,Real Bed,Hackney,38,NA,2,1.5,80,1,1,0.3,10,5,1,98,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,38,Hackney,flexible,Private room,House
NA,Apartment,Private room,flexible,Real Bed,Hackney,45,100,2,1,90,6,1,1.13,0,2,1,159,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,45,Hackney,flexible,Private room,Apartment
21,Apartment,Entire home/apt,strict,Real Bed,Hackney,70,100,4,1,100,1,2,1,0,2,1,14,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,70,Hackney,strict,Entire home/apt,Apartment
35,Apartment,Entire home/apt,strict,Real Bed,Hackney,84,100,3,1,96,97,2,2.06,25,2,1,1410,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,84,Hackney,strict,Entire home/apt,Apartment
50,House,Entire home/apt,flexible,Real Bed,Hackney,450,NA,7,2.5,NA,0,1,NA,0,5,6,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,450,Hackney,flexible,Entire home/apt,House
8,House,Private room,strict,Real Bed,Hackney,29,100,1,1,96,5,1,0.76,0,3,1,196,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29,Hackney,strict,Private room,House
50,House,Private room,flexible,Real Bed,Hackney,110,50,2,1,NA,0,1,NA,0,2,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,110,Hackney,flexible,Private room,House
30,Apartment,Entire home/apt,moderate,Real Bed,Hackney,81,100,2,1,94,55,1,2.08,5,1,1,791,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,81,Hackney,moderate,Entire home/apt,Apartment
5,Apartment,Private room,strict,Real Bed,Hackney,36,NA,2,1,73,3,1,0.14,4,4,1,636,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,36,Hackney,strict,Private room,Apartment
10,Apartment,Private room,strict,Real Bed,Hackney,25,100,2,1,87,4,2,0.39,10,4,1,303,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,25,Hackney,strict,Private room,Apartment
NA,Apartment,Private room,strict,Real Bed,Hackney,35,NA,1,1,100,2,1,0.16,0,1,1,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,Hackney,strict,Private room,Apartment
10,Apartment,Private room,flexible,Real Bed,Hackney,42,0,2,2,93,6,1,0.2,0,7,1,920,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,42,Hackney,flexible,Private room,Apartment
50,Apartment,Entire home/apt,moderate,Real Bed,Hackney,80,100,6,1.5,100,6,6,0.42,25,5,3,431,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,80,Hackney,moderate,Entire home/apt,Apartment
15,Apartment,Private room,strict,Real Bed,Hackney,33,100,2,2,80,5,1,1,0,2,1,149,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,33,Hackney,strict,Private room,Apartment
NA,House,Entire home/apt,strict,Real Bed,Hackney,100,50,5,1.5,80,2,1,0.28,0,3,6,212,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,100,Hackney,strict,Entire home/apt,House
20,Apartment,Entire home/apt,strict,Real Bed,Hackney,100,67,3,1,98,24,1,0.4,0,7,1,1813,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,100,Hackney,strict,Entire home/apt,Apartment
NA,Apartment,Entire home/apt,strict,Real Bed,Hackney,200,100,5,1.5,NA,0,1,NA,0,7,3,NA,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,200,Hackney,strict,Entire home/apt,Apartment
10,Apartment,Private room,strict,Real Bed,Hackney,26,100,2,1,94,39,1,3.37,0,3,1,346,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,26,Hackney,strict,Private room,Apartment
NA,Apartment,Private room,moderate,Real Bed,Hackney,30,NA,2,1,NA,0,1,NA,0,7,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,30,Hackney,moderate,Private room,Apartment
14,Apartment,Private room,moderate,Real Bed,Hackney,35,100,3,1.5,88,20,1,1.11,15,2,1,539,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,35,Hackney,moderate,Private room,Apartment
35,Apartment,Entire home/apt,strict,Real Bed,Hackney,75,100,3,1.5,89,16,1,1.86,10,1,1,257,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,75,Hackney,strict,Entire home/apt,Apartment
7,Apartment,Private room,flexible,Real Bed,Hackney,80,100,2,1,100,2,1,0.32,0,2,1,186,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,80,Hackney,flexible,Private room,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,40,100,2,1.5,NA,0,1,NA,0,1,1,NA,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,40,Hackney,flexible,Private room,Apartment
25,Apartment,Entire home/apt,moderate,Real Bed,Hackney,103,90,3,1,96,54,3,3.07,50,3,2,527,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,103,Hackney,moderate,Entire home/apt,Apartment
20,Apartment,Entire home/apt,strict,Real Bed,Hackney,74,99,2,1,84,5,1,5,0,1,1,13,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,74,Hackney,strict,Entire home/apt,Apartment
20,Apartment,Private room,strict,Real Bed,Hackney,42,100,1,1,90,5,1,0.19,0,4,1,795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,42,Hackney,strict,Private room,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,65,100,2,1,90,4,1,0.23,0,1,1,524,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,65,Hackney,flexible,Private room,Apartment
NA,Apartment,Private room,strict,Real Bed,Hackney,30,100,1,1,90,12,1,0.54,25,7,1,660,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,30,Hackney,strict,Private room,Apartment
25,Apartment,Private room,flexible,Real Bed,Hackney,72,100,2,1,100,21,1,0.99,30,2,1,638,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,72,Hackney,flexible,Private room,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,20,NA,2,1,80,1,1,0.07,0,1,1,419,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,20,Hackney,flexible,Private room,Apartment
10,Apartment,Private room,flexible,Real Bed,Hackney,35,NA,2,1,NA,0,1,NA,0,1,1,NA,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,35,Hackney,flexible,Private room,Apartment
35,Apartment,Entire home/apt,flexible,Real Bed,Hackney,95,100,2,1,98,24,2,2.01,0,2,1,358,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,95,Hackney,flexible,Entire home/apt,Apartment
NA,House,Private room,flexible,Real Bed,Hackney,39,NA,2,1,NA,1,1,0.05,10,2,1,656,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,39,Hackney,flexible,Private room,House
NA,House,Private room,flexible,Real Bed,Hackney,28,NA,1,1,100,1,1,0.06,10,3,1,540,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,28,Hackney,flexible,Private room,House
NA,Apartment,Entire home/apt,flexible,Real Bed,Hackney,120,NA,5,1,NA,0,1,NA,0,3,2,NA,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,120,Hackney,flexible,Entire home/apt,Apartment
NA,Apartment,Private room,moderate,Real Bed,Hackney,30,100,2,1,89,38,1,3.99,4,2,1,285,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,30,Hackney,moderate,Private room,Apartment
NA,Apartment,Entire home/apt,moderate,Real Bed,Hackney,70,NA,2,1,87,4,1,0.32,0,3,2,376,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,70,Hackney,moderate,Entire home/apt,Apartment
NA,House,Private room,flexible,Real Bed,Hackney,33,100,1,1,NA,0,1,NA,0,2,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,33,Hackney,flexible,Private room,House
15,Apartment,Private room,flexible,Real Bed,Hackney,40,NA,1,1,60,2,1,0.11,0,3,1,530,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,40,Hackney,flexible,Private room,Apartment
45,Apartment,Entire home/apt,moderate,Real Bed,Hackney,200,100,4,2,95,114,1,2.5,0,2,2,1365,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,200,Hackney,moderate,Entire home/apt,Apartment
NA,Apartment,Private room,moderate,Real Bed,Hackney,79,100,2,1,93,19,1,0.45,0,6,1,1265,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,79,Hackney,moderate,Private room,Apartment
20,Apartment,Entire home/apt,strict,Real Bed,Hackney,80,NA,4,1,92,5,1,0.69,0,3,2,216,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,80,Hackney,strict,Entire home/apt,Apartment
NA,House,Private room,flexible,Real Bed,Hackney,50,88,2,6,NA,0,1,NA,0,1,16,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,50,Hackney,flexible,Private room,House
NA,Apartment,Entire home/apt,moderate,Real Bed,Hackney,95,70,3,1,94,29,1,2.35,15,1,1,370,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,95,Hackney,moderate,Entire home/apt,Apartment
10,Apartment,Private room,flexible,Real Bed,Hackney,50,NA,2,1,100,3,1,0.17,0,2,1,518,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,50,Hackney,flexible,Private room,Apartment
12,Apartment,Shared room,flexible,Real Bed,Hackney,45,NA,2,1,100,1,1,0.05,20,1,1,563,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,45,Hackney,flexible,Shared room,Apartment
NA,Apartment,Private room,flexible,Real Bed,Hackney,30,100,2,1,98,33,1,3.64,10,2,1,271,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,30,Hackney,flexible,Private room,Apartment
